,Unnamed: 0,date,id_x,latitude,longitude,place_id,post_id,text,uid,field_1,address,checkins,group_id,lat,lng,title,labels,id_y,stats,main_categorie
53837,1880569,1518207495.0,67454083_1846,59.889010999999996,30.318725,16484003,1846.0,,67454083.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53838,1880570,1517763874.0,1257196_6231,59.889010999999996,30.318725,16484003,6231.0,Поздравление Настюши в клубе ПАПАНИН??,1257196.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53839,1880571,1517756258.0,28940548_9360,59.889010999999996,30.318725,16484003,9360.0,"Спасибо, [id606136|Фея-Крестная]!<br>? За то,что ты ЕСТЬ!!!<br>? За то, что ты умеешь воплощать мечты в реальность!!<br>? За то, что ты Волшебная!!<br>? За глаза твои,за душу и помыслы!!!<br>? За то,что ты - ПРАЗДНИК!!!<br>     ?????????<br>#hair_makeup_bypogozheva<br>#photo_pogozheva #foto_pogozheva ??<br>#ilinkastyle  #39ilinkastyle #DolceVita #моилюдивсегдасомной",28940548.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53843,1880575,1517696022.0,99983167_6831,59.889010999999996,30.318725,16484003,6831.0,#тусе ??,99983167.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53845,1880577,1517593650.0,1594912_10860,59.889010999999996,30.318725,16484003,10860.0,"Ну пятница, здравствуй ???",1594912.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53846,1880578,1517490187.0,23609493_6103,59.889010999999996,30.318725,16484003,6103.0,,23609493.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53847,1880579,1517212677.0,6782455_1406,59.889010999999996,30.318725,16484003,1406.0,День Рождения ???нашей подружки Танюшки!!!,6782455.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53850,1880582,1516472751.0,225747703_779,59.889010999999996,30.318725,16484003,779.0,,225747703.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53852,1880584,1515871154.0,31283264_7996,59.889010999999996,30.318725,16484003,7996.0,,31283264.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53853,1880585,1515020336.0,964445_27165,59.889010999999996,30.318725,16484003,27165.0,,964445.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53854,1880586,1515015439.0,113429963_1672,59.889010999999996,30.318725,16484003,1672.0,"Вот такой вот приятный сюрприз приготовили для меня мои коллеги)<br>Спасибо огромное мои хорошие, всех люблю!!!<br>#деньрождения начался на работе))<br>#сднемрожденияменя #др #праздник #мечтысбываются #ведущий #ведущиймаксимвиннер #поющийведущий",113429963.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53855,1880587,1514915244.0,1446532_2859,59.889010999999996,30.318725,16484003,2859.0,Мы??,1446532.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53856,1880588,1514835824.0,8715878_6607,59.889010999999996,30.318725,16484003,6607.0,,8715878.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53858,1880590,1514771455.0,36938532_8507,59.889010999999996,30.318725,16484003,8507.0,,36938532.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53859,1880591,1514753704.0,5011566_1889,59.889010999999996,30.318725,16484003,1889.0,"Пять минут,пять минуууут......???",5011566.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53860,1880592,1514662073.0,47914382_753,59.889010999999996,30.318725,16484003,753.0,,47914382.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53861,1880593,1514595359.0,5898076_414,59.889010999999996,30.318725,16484003,414.0,Моя последняя пятница года проходит так))),5898076.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53862,1880594,1514587451.0,12174004_9910,59.889010999999996,30.318725,16484003,9910.0,,12174004.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53863,1880595,1513795054.0,36650485_8802,59.889010999999996,30.318725,16484003,8802.0,Было здорово!,36650485.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53864,1880596,1513761917.0,8908025_4040,59.889010999999996,30.318725,16484003,4040.0,СПБГАВМ?,8908025.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53865,1880597,1513532273.0,112025884_1818,59.889010999999996,30.318725,16484003,1818.0,"Собственно говоря, не ожидала я от своего ребёнка таких танцев!!)))??А тебе,  (Elena Valeryevna) , это ничего не напоминает?))))",112025884.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53866,1880598,1512065118.0,440690294_59,59.889010999999996,30.318725,16484003,59.0,Отмечаем)))??,440690294.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
53867,1880599,1511701651.0,414927_1706,59.889010999999996,30.318725,16484003,1706.0,,414927.0,1359,Московский пр. д.111,85,,30.318734000000003,59.889109999999995,"Клуб ""Папанин""",123,4f476b5fe4b0e445049052e5,"{'tipCount': 60, 'usersCount': 3402, 'checkinsCount': 5411}",Nightlife Spot
